,Product_Location_in_Tree,Product_title,Product_image_URL,Product_brand,Product_Rating,Number_of_Customer_review,Product_price,Product_About_Item,Product_Dim,Product_ASIN,Product_Item_Model_number,Product_Department,Product_Date_First_Available,Product_Special,Product_manufacturer,Country_Origin,UPSPSC_Code,Product_BSR,Number of sold of in a month,Product Specification,Product Description
32,Cell Phones & Accessories > Accessories > Grips,"PopSockets Translucent Phone Grip with Expanding Kickstand, PopSockets for Phone - Clear",https://m.media-amazon.com/images/I/61b8fQoGCqL._AC_SX679_.jpg,PopSockets,4.6,"29,084",$9.97,"Our durable translucent PopSockets compatible with iPhone, Samsung and any other devices, we call a “PopGrip” is anti-drop, allows for one-handed use of your device, and the ability to prop up your phone wherever you go.
A little life-changer people like to call a cell phone holder, phone gripper for back of phone, phone holder for hand, or whichever you name you decide.
PopSockets are compatible with all PopSockets phone accessories including wallets, cases, mounts, slides and non-PopSockets cases for phones.
Change up your PopGrip style without replacing the whole grip and swap out the top for one of our PopTops. Just press flat, turn 90 degrees until you hear a click and swap!
Stick on with the adhesive and reposition as needed. PopSockets s stick best to smooth hard plastic cases (may not stick to silicone, soft, or waterproof cases).",1.52 x 1.52 x 0.3 inches,B08WVHWYND,805136,none,"February 17, 2021",Phone Grip,PopSockets,China,none,#3,none,none,"From the manufacturer
grip it.
Text with one hand, snap your friends, and avoid phone drops.
kickstand it.
Prop up your phone wherever you are to watch videos hands-free.
mount it.
Use your phone hands-free with a car, desk, wall, or flex mount.
charge it.
Wirelessly charge your MagSafe-compatible phone.
protect it.
Avoid phone drops and screen cracks with our anti-drop phone grip.
swap it.
Easily swap your grip's top - just close the grip flat, press down and twist 90 degrees. Then you can swap in a new top or wirelessly charge.
pay it.
Streamline your accessories and carry your credit cards to easily pay on the go.
plant it.
Go plant positive with our plant PopGrips to help us reduce our ""food print"" and support donations to PHA.
Launched in 2014 by former philosophy professor David Barnett, PopSockets makes empowering, expressive, and playful products that help people phone better. PopSockets has sold over 244 million phone grips in 75 countries and now has an expanding ecosystem of related products, including phone cases, wallets and mounts.
PopSockets aims to become an eternal positivity machine--an enduring global brand that makes an increasingly positive impact on the health and happiness of the planet. Impact initiatives to date include its Poptivism platform and ChangeUp partnership that have resulted in over 4 million in cash and product donations to over 400 non-profits, low-friction recycling programs with TerraCycle (Terracycle, 2020), use of 99% recyclable and FSC certified packaging (FSC, 2019) , company-wide Climate Neutral certification, 90% of products are carbon-neutral certified (ClimateNeutral.Org, 2022), Fair Labor Association accreditation status (FLA, 2022), and adoption of an animal-free policy with respect to products and corporate sponsored meals (PopSockets, 2019).
In 2021, PopSockets was honored as one of Fast Company’s World’s Most Innovative Companies (Fast, 2021).
Here at PopSockets we aim to be a force for good that perpetually enhances the health and wellbeing of the planet and all living creatures. Our team is committed to driving long-lasting, positive environmental and social change by partnering with leading nonprofits, dedicating our time to volunteer on impactful projects, and working to make our supply chain as environmentally-sound and ethical as possible. We aim to minimize the impact of our products on the environment and animals, and maximize the welfare of our people and other stakeholders. We also hope to mobilize our millions of loyal, engaged consumers, our innovative global team and our operational expertise to bring that vision to life (PopSockets, 2022)."
33,Cell Phones & Accessories > Accessories > Grips,"PopSockets Phone Grip Compatible with MagSafe, Phone Holder, Wireless Charging Compatible - Clear",https://m.media-amazon.com/images/I/61vnoHP4AcL._AC_SX679_.jpg,PopSockets,4.7,"4,075",$29.97,"Our phone grip compatible with MagSafe we call a ""PopGrip"" securely attaches to your MagSafe-compatible case for maximum grip and kickstand capabilities
Wirelessly charge your phone by simply sliding off the magnetic PopSocket and setting on a wireless charging pad
Offers a secure grip so you can text with one hand, avoid phone drops, and use as a phone stand on-the-go
Pop Grip compatible with MagSafe is compatible with PopSocket cases and mounts for MagSafe and non-PopSocket cases for MagSafe
Strong built-in magnets securely attach the cell phone holder grip to MagSafe-compatible cases",0.79 x 3.15 x 5.91 inches,B0BFJVN371,806226,none,"September 16, 2022","Magnetic Attachment,",PopSockets,China,none,#4,none,none,From the manufacturer
34,Cell Phones & Accessories > Accessories > Grips,"Lamicall Magnetic Phone Ring Holder for MagSafe, Magnet Finger Ring Grip Stand Holder, Compatible with iPhone 15 14 Plus 13 12, Pro, Pro Max, Mini, Mag Safe Accessories, Misty Black",https://m.media-amazon.com/images/I/61bbppijjmL._AC_SX679_.jpg,Lamicall,4.3,"8,445",$16.99,"🧲【Wide Compatibility】 This magsafe holder can snap directly to iPhone15 series, iPhone 14, iPhone 14 Plus, iPhone 14 pro, iPhone 14 pro max, 13, 13 Pro, 13 Pro Max, 13 Mini, iPhone 12 or MagSafe magnetic cases. Magnet will stronger if use metal ring. ❗❗If use Non-Magnetic Regular iphone cases, you have to use metal ring to enhance magnet.
🧲【Strong Magnetic Force】Lightweight (0.93 ounce) mag safe ring holder with up to 2.2lbs Magnetic force while directly snap bare iphone 12, 13 14 15 series. which is equivalent to the weight of 5 iPhone 12. Stick metal ring, force can go up to 6.6lbs. （Stay 1 min and prevent metal ring fall）
🧲【Flexible 360° Rotation】 Lamicall magsafe phone grip has a rotatable internal link for smooth 360° without disassembly. Multi-angle adjustment provide flexible & comfortable hand grab experience without stuck fingers.
🧲【Multi-functions】Lamicall iphone magnetic ring can be used as a magsafe phone grip, desk top kickstand. Easy to operate the phone with one hand, hold the phone firmly and reduce the risk of accidentally dropping down.
🧲【MagSafe Charger Friendly】 Different from other rings cannot be removed, when need wireless charging, you can just swapping it and charge. The metal ring does not affect wireless charging. (Metal ring may fall if pulled out MagSafe ring vertical, so suggest pull out from the side.)",6.34 x 3.62 x 0.35 inches,B0B79ZKDPQ,RS06-EU-B,none,"August 22, 2022",[Wireless Charging Friendly] [Super magnetic] [Inner 360° adjust ring],Lamicall,none,none,#5,none,none,"Product Description
Play Video"
35,Cell Phones & Accessories > Accessories > Grips,"PopSockets Translucent Phone Grip with Expanding Kickstand, PopSockets for Phone - Clear Glitter Silver",https://m.media-amazon.com/images/I/61Vc2mNTL5L._AC_SX679_.jpg,PopSockets,4.6,"29,084",$9.97,"Our durable translucent PopSockets compatible with iPhone, Samsung and any other devices, we call a “PopGrip” is anti-drop, allows for one-handed use of your device, and the ability to prop up your phone wherever you go.
A little life-changer people like to call a cell phone holder, phone gripper for back of phone, phone holder for hand, or whichever you name you decide.
PopSockets are compatible with all PopSockets phone accessories including wallets, cases, mounts, slides and non-PopSockets cases for phones.
Change up your PopGrip style without replacing the whole grip and swap out the top for one of our PopTops. Just press flat, turn 90 degrees until you hear a click and swap!
Stick on with the adhesive and reposition as needed. PopSockets s stick best to smooth hard plastic cases (may not stick to silicone, soft, or waterproof cases).",0.79 x 3.15 x 5.91 inches,B08WVYTZBN,805149,none,"February 17, 2021",Phone Grip,PopSockets,China,none,#6,none,none,"From the manufacturer
grip it.
Text with one hand, snap your friends, and avoid phone drops.
kickstand it.
Prop up your phone wherever you are to watch videos hands-free.
mount it.
Use your phone hands-free with a car, desk, wall, or flex mount.
charge it.
Wirelessly charge your MagSafe-compatible phone.
protect it.
Avoid phone drops and screen cracks with our anti-drop phone grip.
swap it.
Easily swap your grip's top - just close the grip flat, press down and twist 90 degrees. Then you can swap in a new top or wirelessly charge.
pay it.
Streamline your accessories and carry your credit cards to easily pay on the go.
plant it.
Go plant positive with our plant PopGrips to help us reduce our ""food print"" and support donations to PHA.
Launched in 2014 by former philosophy professor David Barnett, PopSockets makes empowering, expressive, and playful products that help people phone better. PopSockets has sold over 244 million phone grips in 75 countries and now has an expanding ecosystem of related products, including phone cases, wallets and mounts.
PopSockets aims to become an eternal positivity machine--an enduring global brand that makes an increasingly positive impact on the health and happiness of the planet. Impact initiatives to date include its Poptivism platform and ChangeUp partnership that have resulted in over 4 million in cash and product donations to over 400 non-profits, low-friction recycling programs with TerraCycle (Terracycle, 2020), use of 99% recyclable and FSC certified packaging (FSC, 2019) , company-wide Climate Neutral certification, 90% of products are carbon-neutral certified (ClimateNeutral.Org, 2022), Fair Labor Association accreditation status (FLA, 2022), and adoption of an animal-free policy with respect to products and corporate sponsored meals (PopSockets, 2019).
In 2021, PopSockets was honored as one of Fast Company’s World’s Most Innovative Companies (Fast, 2021).
Here at PopSockets we aim to be a force for good that perpetually enhances the health and wellbeing of the planet and all living creatures. Our team is committed to driving long-lasting, positive environmental and social change by partnering with leading nonprofits, dedicating our time to volunteer on impactful projects, and working to make our supply chain as environmentally-sound and ethical as possible. We aim to minimize the impact of our products on the environment and animals, and maximize the welfare of our people and other stakeholders. We also hope to mobilize our millions of loyal, engaged consumers, our innovative global team and our operational expertise to bring that vision to life (PopSockets, 2022)."
36,Cell Phones & Accessories > Accessories > Grips,"PopSockets Phone Wallet with Expanding Grip, Phone Card Holder, Wireless Charging Compatible, Wallet Compatible with MagSafe - Black",https://m.media-amazon.com/images/I/51-5kwD+jqL._AC_SX679_.jpg,PopSockets,4.6,"6,222",$39.99,"Our durable PopSockets wallet we call our ""PopWallet"" is a sleek and secure way to carry your cards along with your phone. With an attached phone grip, you can avoid phone drops and kickstand your phone on-the-go
Wirelessly charge your phone by simply sliding off the magnetic phone wallet and setting on a wireless charging stand
The magnetic PopSockets wallet can hold up to three cards that are shielded from the magnets while inside the phone case wallet
PopSockets phone wallet is compatible with PopSockets s mounts and cases for MagSafe, wireless chargers, and non-PopSockets cases compatible with MagSafe
To remove the phone card holder, simply magnetically detach the wallet for wireless charging. Wallet must be removed to wirelessly charge or use MagSafe accessories",0.29 x 2.26 x 3.46 inches,B097GCWWMH,805668,none,"June 16, 2021",Phone Card Holder,PopSockets,China,none,#7,none,none,"From the manufacturer
grip it.
Text with one hand, snap your friends, and avoid phone drops.
kickstand it.
Prop up your phone wherever you are to watch videos hands-free.
mount it.
Use your phone hands-free with a car, desk, wall, or flex mount.
charge it.
Wirelessly charge your MagSafe-compatible phone.
protect it.
Avoid phone drops and screen cracks with our anti-drop phone grip.
swap it.
Easily swap your grip's top - just close the grip flat, press down and twist 90 degrees. Then you can swap in a new top or wirelessly charge.
pay it.
Streamline your accessories and carry your credit cards to easily pay on the go.
plant it.
Go plant positive with our plant PopGrips to help us reduce our ""food print"" and support donations to PHA.
Launched in 2014 by former philosophy professor David Barnett, PopSockets makes empowering, expressive, and playful products that help people phone better. PopSockets has sold over 244 million phone grips in 75 countries and now has an expanding ecosystem of related products, including phone cases, wallets and mounts.
PopSockets aims to become an eternal positivity machine--an enduring global brand that makes an increasingly positive impact on the health and happiness of the planet. Impact initiatives to date include its Poptivism platform and ChangeUp partnership that have resulted in over 4 million in cash and product donations to over 400 non-profits, low-friction recycling programs with TerraCycle (Terracycle, 2020), use of 99% recyclable and FSC certified packaging (FSC, 2019) , company-wide Climate Neutral certification, 90% of products are carbon-neutral certified (ClimateNeutral.Org, 2022), Fair Labor Association accreditation status (FLA, 2022), and adoption of an animal-free policy with respect to products and corporate sponsored meals (PopSockets, 2019).
In 2021, PopSockets was honored as one of Fast Company’s World’s Most Innovative Companies (Fast, 2021).
Here at PopSockets we aim to be a force for good that perpetually enhances the health and wellbeing of the planet and all living creatures. Our team is committed to driving long-lasting, positive environmental and social change by partnering with leading nonprofits, dedicating our time to volunteer on impactful projects, and working to make our supply chain as environmentally-sound and ethical as possible. We aim to minimize the impact of our products on the environment and animals, and maximize the welfare of our people and other stakeholders. We also hope to mobilize our millions of loyal, engaged consumers, our innovative global team and our operational expertise to bring that vision to life (PopSockets, 2022)."
37,Cell Phones & Accessories > Accessories > Grips,Case-Mate Magnetic Phone Grip & Phone Ring Holder - Magnetic iPhone Holder - Removable MagSafe iPhone Accessories - Rotatable Kickstand for iPhone 15 Pro Max/ 14 Pro Max/ 13 Pro Max - Twinkle Diamond,https://m.media-amazon.com/images/I/71xAy9wzhQL._AC_SX679_.jpg,Case-Mate,4.1,"1,317",$24.99,"Super Strong Magnets: The powerful built-in magnets used in this phone grip ensure proper alignment with your MagSafe device; The cell phone stand can hold the weight of three iPhones and is easy to attach and detach for wireless charging, without leaving any sticky residue
Comfortable Phone Holder: This magnetic phone ring holder is made of premium quality stainless steel and has a comfortable grip, so you can hold your device at various angles while taking selfies, scrolling through social media, or doing a video call; It is easy to operate your phone with one hand, as it holds the phone firmly and reduces the risk of accidentally dropping it
360° Rotatable Stand: Stylish yet functional! This MagSafe ring stand is 360° rotatable and can be positioned at the best viewing angle for your phone; It's perfect to use as a phone stand when watching videos, taking selfies, texting, or just keeping your phone on the desk. The collapsible design also allows it to easily fit in your pocket when not in use
Compatible with MagSafe (Only): This phone hand grip only works with MagSafe-compatible devices (iPhone 12 / 13 / 14 / 15 Series Only); It can also be paired with your MagSafe-compatible case for a more stylish appearance
Package Contents: 1 Unit of Case-Mate Magnetic Snap-On Phone Grip Stand - Twinkle Diamond (Package Does Not Include Phone Case, Sold Separately); 1 Year Limited Warranty",2.22 x 2.22 x 0.2 inches,B0B88Y9V2T,CM049622,none,"August 2, 2022","Kickstand, Magnetic, Lightweight, Compatible with MagSafe, Removable for Wireless Charging, 360° Rotation, Collapsible, Ergonomic Design, Adjustable",Case-Mate,China,none,#8,none,none,From the manufacturer
38,Cell Phones & Accessories > Accessories > Grips,6 Pieces Phone Strap Grip Holder Finger Cell Phone Grip Telescopic Phone Finger Strap Stand Universal Finger Kickstand for Most Smartphones (Soft Colors),https://m.media-amazon.com/images/I/61HIlndgJdL._AC_SX466_.jpg,Weewooday,4.1,"6,827",$8.99,"2 Functions: the finger strap holder can not only be served as a phone stand, but also can be served to hold your phone on your finger
Slim design: the phone grip holder is designed to allow you to handle phone more convenient; It has a smooth body and bright colors, which makes your phone look stylish, and the slim design makes it easy to fit in your pocket
Practical phone grip strap: the phone grip strap adopts push pull design that provides a secure phone grip to prevent your phone from dropping; The stand function makes it easier to watch movies and videos, you don't have to hold your phone in your hand, which brings you more convenience
Compatible with most phones: these finger grip straps are compatible with 4 - 8 inch smartphones, tablets and other similar digital devices; They are easy and quick to install, convenient for you to hold your phone securely and stably
Package content: the package comes in 6 pieces phone finger grip holders in different colors, light in weight and bright in color, ample quantity and various colors to meet your daily use and replacement needs, and you can share them with your friends or family",4.25 x 2.99 x 0.79 inches,B08LN5K63Q,None,none,"October 22, 2020",none,Weewooday,none,none,#9,none,none,"Product Description
High quality silicone for durability.
Fits 4 - 8 inch smartphones, tablets and other similar digital devices.
Push-pull design, simple and practical. Note: Please push up and down a few times before use.
Weewooday 9 Pieces Phone Grip Holder Weewooday 9 Pieces Phone Grip Holder
Color Soft Colors Vibrant Colors"
39,Cell Phones & Accessories > Accessories > Grips,"Anker Magnetic Phone Grip (MagGo), 610 Phone Ring Holder, Adjustable Kickstand, Only for iPhone 14/14 Pro/14 Pro Max/14 Plus/13/13 Pro/13 Mini/13 Pro Max/12/12 Pro/12 Mini/12 Pro Max",https://m.media-amazon.com/images/I/41ymxGJSCNL._AC_SX466_.jpg,Anker,4.1,"5,581",$15.99,"Works Both Ways: Works flawlessly as a grip on-the-go or a handy kickstand if you'd like to set it on a desk to scroll, watch, or chat.
Super Strong: Lightweight ring holder with a strong magnetic grip ensures it sticks tightly to your iPhone 14/13. It's so strong that it can hold up to 28 oz (800 g), which is equivalent to the weight of 4 iPhone 12. (Note: Use without a case or with an iPhone-compatible magnetic phone case).
The Right Angle: Easily rotate your ring holder 360° and flip it up to 125° for a comfortable grip or different viewing positions when placed on a tabletop.
Easy Attach and Detach: The magnetic ring holder stays strongly secure on your iPhone 13/12. Say goodbye to adhesive tapes and sticky residues.
What You Get: Anker 610 Magnetic Phone Grip (MagGo), welcome guide, 24-month stress-free warranty, and friendly customer service.",2.24 x 2.24 x 0.18 inches,B09B3DHB87,A25A0,none,"July 23, 2021",none,Anker,none,none,#10,none,none,"Product Description
Ultra-Light
Weighing merely 1oz (30g), you'll forget that everything is attached to your iPhone until you need it.
Strong Magnetic Grip
Super strong magnets will keep your iPhone safe from accidental drops.
Compatible with iPhone 13
A powerful and handy assistant that snaps on securely to the all-new iPhone 13.
Only the Right Cases
For best results, snap the ring holder on the back of an iPhone-compatible magnetic phone case.
Magnetic and metal attachments or cards will cause a weak magnetic attraction.
Model Number: A25A0
Anker 610 Magnetic Phone Grip (MagGo)
Snap. Hold. Go.
The Grip Your iPhone Needs
Designed for the latest iPhones to keep them securely on hand and prevent any catastrophic drops from occurring. You're one snap away from convenience and added support.
Strong Magnetic Hold
The ring holder comes with strong magnets that attach to the back of your iPhone to ensure a secure fit. Now you can text, take better photos, or watch videos using only one hand. (Note: Use without a case or with an iPhone-compatible magnetic phone case)
Double Duty
Besides acting as a phone grip, the ring holder adds versatility to your iPhone with media-viewing kickstand abilities.
Fun Meets Function
Comfortable and multi-functional, this magnetic phone grip comes in a variety of fun colors to match your style. Get ready for compliments and props!
Compatibility:
- iPhone 14 / 14 Pro / 14 Plus / 14 Pro Max / 13 / 13 Pro / 13 Pro Max / 13 mini / 12 / 12 Pro / 12 Pro Max / 12 mini with a magnetic phone case.
Notes:
Do not use the ring holder with wireless chargers. Please remove the ring holder when charging.
Do not forcefully swing your phone with the ring holder on as Anker is not responsible for damage from misuse of products, including but not limited to falls or intense movement.
Only compatible with the iPhone 14, 13, and 12 series. Not compatible with iPhone 11 or earlier models (even with a magnetic case).
Not compatible with non-magnetic phone cases, such as OtterBox defender cases. Cases made of metal and attachments such as magnets, cards, keys, and pop grips will cause a weak connection.
If you keep your iPhone in a leather case with the magnetic phone grip, circular imprints from compression may form on the leather. This is normal, but if you’re concerned about this, we suggest using a non-leather case.
The phone grip will not stick to a magnetic car mount.
Anker 622 Magnetic Battery (MagGo) Anker 623 Magnetic Wireless Charger (MagGo) Anker 633 Magnetic Wireless Charger (MagGo) Anker 637 Magnetic Charging Station (MagGo) Anker 613 Magnetic Wireless Charger (MagGo) Anker 610 Magnetic Phone Grip (MagGo)
Magnetic Alignment ✓ ✓ ✓ ✓ ✓ ✓
Compatibility iPhone 13 & 12 Series iPhone 13 & 12 Series iPhone 13 & 12 Series iPhone 13 & 12 Series iPhone 13 & 12 Series iPhone 13 & 12 Series
Charging Ports USB C USB C USB C 2 USB A+2 USB C+3 AC Outlets USB A -
Main Feature Snap. Charge. Chill. Snap. Charge. Flip. Snap. Charge. Flow. Snap. Charge. Tidy. Snap. Charge. Drive. Snap. Hold. Go.
Charging Cable 2 ft 5 ft 5 ft - 5 ft -"
40,Cell Phones & Accessories > Accessories > Grips,"EWA The New MagOne (Upgrade) Compatible with MagSafe Phone Grip Stand with Silicone Finger Strap, Removable Magnetic Ring Holder Kickstand Loop, Only for iPhone 15, 14, 13 Pro/Max/Plus",https://m.media-amazon.com/images/I/61Y-U4uzB2L._AC_SX679_.jpg,EWA,3.8,"3,243",$19.99,"Super Strong Alignment (Mag case required): Built-in N52 magnets makes it sticks so tightly to your phone that it can hold weight of 4 iPhone 13. (Note: Use with a phone case with magnets built-in, a traditional non-magnetic case will cause weak connection.)
More Comfortable Grip: The New MagOne is equipped with extra wider silicone strap, makes it more comfortable for being a phone grip, just slip your finger in, the ultra soft silicone will do the job without unbearable pain.
Multiple Stand at Multiple Angles: The New MagOne has upgraded the outer ring which act as horizontal stand or vertical stand, it's hinge is tighter and more sturdy than the previous version, which means it's able to provide more angles for almost all situation. Moreover, we also improved the limited times of flipping out/in of the hinge from 1000 times to 3000 times and it will only lose 20% of tightness after that, which is amazing.
Snap Bridge: It will work as a snap adapter, which allows you to attach or detach your iPhone to any MagSafe compatible mounting systems without removing the ring grip. We've optimized the magnetic strength of the product, it can even stay sturdy on a bare phone when removing from other mount. (But a magnetic case is still recommended to avoid any risks.)
Wireless Charging Friendly: Thickness: 3.0mm, Diameter: 60mm, The New MagOne is more slim than the previous version for wirelessly charge your iPhone with a magnetic wireless charger (NOT compatible with traditional wireless charger, make sure the thickness of your phone case less than 1.5mm, make sure to use a 20W/or more power brick for the magnetic wireless charger.)
What's in The Box: The New MagOne Phone Grip *1, Replacement silicone strap *3, Phone case protective film *1, User Manual *1",3.54 x 2.91 x 0.67 inches,B0BG5LZPLV,MG201,none,"September 22, 2022","MagSafe Phone Holder, Magnetic Snap, 360° Rotation and 180° Filp Adjustable Kickstand, Comfortable Liquid Silicone Phone Holder/Grip, Removable MagSafe Phone Grip",EWA,China,none,#11,none,none,"Product Description
Impossible made possible.
In the past, we launched our 5-in-1 MagSafe Phone Grip, the MagOne.
Now we are proud to introduce our newer upgrade model, the New MagOne.
The New MagOne is supposed to hit all those pain points from when using other phone grips.
It's magnetic and removable.
So comfortable phone grip.
Compatible MagSafe wireless charger.
Vertical or horizontal stand.
Compatible with MagSafe car/wall mount.
Compare to the previous version, It equipped with larger magnets, wider silicone strap, and more durable hinge.
Impossible made possible.
Our engineers solved all technical issues to made this little magic products a far more better choice.
Innovative Silicone Strap Grip
The New MagOne’s silicone strap is so soft and coating with finger friendly materials, that makes it perfectly comfort for being a finger grip.
We've upgraded the strap to liquid silicone, it is more durable and more comfortable.
The optimized design is 30% larger than the old version, so it means less pressures to your finger
Easier for finger slip-in and operation.
Replaceable structure design and 5 replacement strap packed.
After-sales policy for silicone:
Starting from the date of product sale, we offer service for up to 18 months for silicone. Simply provide a photo of the broken silicone, and we will provide free delivery of a new pack. Free delivery is limited to a maximum of 3 times (9 bar-shaped silicone or 6 ring-shaped silicone).
Silicone straps are consumables with a designed lifespan of 4 months. Please use them correctly.
You can also purchase them yourself when needed.
Bar-Shaped (1) Silicone Ring-Shaped Silicone Bar-Shaped (2) Silicone Bar-Shaped (3) Silicone
Tightness Tight Medium Light Light Tight-2
Quanity Pack of 3 Pack of 2 Pack of 3 Pack of 3
Multi-angle, Multi-way.
Thanks to the new hinge technology, the New MagOne now more stronger and tighter than the previous version, it's able to provide more angles for almost all situation.
Frequently questions and trouble shooting regarding the ring stand.
Q: Why does the ring won’t stay at any angle I want?
A: The tension of the hinge was technically limited by the slim design, so it will not tight enough for any angle, but enough for most use cases, please follow the above guide for better experience.
Q: How to reposition the stand for portrait mode or landscape mode?
A: Method 1, flip up the outer ring then rotate it to the right mode.
Method 2, remove the ring grip then re-attach at the right mode.
Frequently questions and trouble shooting regarding wireless charging compatibility.
Q: Why does wireless charging not work with the grip stay on?
A: 1). Thickness is really matters to wireless charging, since the grip added extra thickness to the back of the phone, therefore a thin magnet case was required for wirelessly top up.
Please make sure to use a case with less than 1.5mm thickness.
Through our tests, most of products including OtterBox Symmetry Mag series and official Mag case would work well.
2). While you confirm that phone case is not the reason, please make sure that you are using a magnetic wireless charger with a 20W or more (which deliveries 9V-2.22A rating)output wall adapter.
Q: Why does it so slow when wireless charging？
A: We’ve tested that it will take 2-3 hours to fully charge an iPhone 13/12 via Mag charger with the New MagOne stay on (It is slower than charge with the grip removed since the extra thickness of the grip would cause losses of efficiency).
On the other hand, wireless charging output was usually limited (even stopped) when temperature gets high, which means the environment temperature matters, therefore, if you need it faster, please remove the New MagOne before using wireless charging, or charge your phone via cord charger.
Upgraded Hinge
This new stronger, tighter, tiny hinge also optimized the limited times of flipping out/in from 1000 times to 3000 times, and it will only lose 20% of tightness after that.
This was the most tough part during our development. But lucky we made it.
Ultra Slim
It is not a tough thing to make a wireless charger compatible phone grip, but things getting much harder if we put magnets in.
Therefore the New MagOne was built-in a group of N52 magnets to get highest performance.
Ultra Finger-Friendly
Considering the slim and extremely limited space of the product, there isn't much choice except silicone to do the strap job.
In order to meet comfortability and durability, the strap is made of liquid silicone which is more durable than normal silicone. The coated finger-friendly material makes it so smooth for slip-in.
Important Reminders:
Not compatible with non-magnetic phone cases, it will cause a weak connection.
Do not forcefully swing your phone with the ring holder on as the company will not responsible for damage from misuse of products, including but not limited to falls or intense movement.
You don't need to remove the grip when wireless charging, but please make sure: a. Use a magnetic case which thickness no more than 1.5mm (while most of existing products works good through our test, please make sure this when you need the feature work properly.) b. Use a magnetic wireless charger but not normal desktop wireless charging pad. We've tested that most of existing magnetic wireless charger will work well, but if the charger power is too weak, you may need to remove the grip before charging, therefore, a minimum of 20W wall adapter is required.
We covered a silicone loop pad on the back side of the phone grip, but it still may scratch the back of your phone case. Thus we prepared a film case-back protector to avoid this issue, make sure to stick the film on.
Please follow the guide to properly remove the ring grip from your phone, incorrect methods may cause damage of the silicone strap.
Compatibility:
iPhone 14/14 Plus/14 Pro/14 Pro Max
iPhone 13/13 mini/13 Pro/13 Pro Max
iPhone 12/12 mini/12 Pro/12 Pro Max
Or coming newer series
With a magnetic case."
41,Cell Phones & Accessories > Accessories > Grips,"Transparent Phone Ring Holder Grip - EI Sonador Clear Cell Phone Ring Stand Holder Finger Grip Kickstand 360° Rotation, Compatible with Most of Phones, Tablets and Case (2 Silver Diamond)",https://m.media-amazon.com/images/I/51nKDJAKIIL._AC_SX679_.jpg,EISonador,4.5,"20,195",$8.79,"💎Transparent: Made to be transparent, allowing you to keep the unique design of your phone case but also giving you the features of having a phone ring holder.
💎Improve Phone Grip: The phone ring grip holds devices firmly, prevents your phone from dropping & reduces the risk of theft, while you are operating phone or taking photoes.
💎High viscosity, strong sticky adhensive makes sure the ring be attached tightly to the back of your phone/tablet. The few sticky residue left after detaching can be wipe off by rubbing alcohol easily.
💎Brings a gorgeous feel: A metal hold ring that is sturdy and smooth. In addition, the sparkling rhinestones full of glitter make it like a diamond ring!
👍Improve your One-Hand Operation experience: You can use your device with only one hand easily and safely.",1.42 x 1.42 x 0.31 inches,B07ZYZQZR3,None,none,"November 15, 2019",none,EI Sonador,China,none,#12,none,none,"Product Description
My Story
I have some problems about phone using, have you ever had occasions?
You're replying to that very special message, and then, SMACK! -----You dropped the phone on your face...
You're holding your groceries, seeing your phone slipping from your hands, -----dropping to the ground in slow motion, not being able to do anything?
Never being able to find that right something to pop up your phone to watch that video during meals?
Well wouldn't you say getting a phone ring holder do the trick?
-------YES and NO!
Here is the thing about the normal ring holders, they come in various colors. But is it the one you want? They do cover up your personalized case, and they look like a patch on the back of your phone.
Won't it be nice if they are TRANSPARENT?
So, it's the story of this product, it is a TRANSPARENT PHONE RING.

Multi Color
A variety of colors and rhinestones can be selected to match your mobile phone.
Features
Transparent Design
Allowing you to keep the unique pattern of your phone case but also giving you the features of having a phone ring holder. Flipping in 180 degrees, rotating 360 degrees when applied on the desktop or flat surface.
Question: Does it stick to a soft TPU or a textured phone case?
Answer: It is a very strong adhesive and appears to stick to anything.
Question: How can I take it down?
Answer: Use a hard card and insert it into the seam of the case and move it gently.
Question: Will it leave residue on the phone/case?
Answer: It shouldn't. If it does, use rubbing alcohol to wipe it off.
Elegant Appearance
Sturdy and high quality ring holder with coordinated rhinestones with the highest quality!
It'll look like a diamond ring.
360°Rotation & 90°Flip
The Cell Phone Ring Holder features a 360 degrees rotation, 180 degrees flip that gives you the ultimate flexibility along with a better hand grip and improve One-Hand Operation experience.
Multi-Function
This versatile ring holder can be used to provide a better grip on crowded buses or subways, used as a pop up stand in the office or home to watch videos, act as stand during video calls and many more.
Strong Adhesive & Durable
With highly viscosity material to offer strong stickness to make sure the ring is tightly attached to your phone or case. Residues after removal can easily removed by rubbing alcohol on it."
