,Product_Location_in_Tree,Product_title,Product_image_URL,Product_brand,Product_Rating,Number_of_Customer_review,Product_price,Product_About_Item,Product_Dim,Product_ASIN,Product_Item_Model_number,Product_Department,Product_Date_First_Available,Product_Special,Product_manufacturer,Country_Origin,UPSPSC_Code,Product_BSR,Number of sold of in a month,Product Specification,Product Description
20,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",SERMAN BRANDS RFID Blocking Slim Bifold Genuine Leather Minimalist Front Pocket Wallets for Men with Money Clip Thin Gift,https://m.media-amazon.com/images/I/81XC-oH-5fL._AC_UX679_.jpg,SERMANBRANDS,4.6,"17,404",$23.94,"RFID Lining lining
Bifold closure
Dry Cloth Clean
PATENT PENDING - 12 MONTH WARRANTY, The SERMAN BRANDS Warranty covers any factory defects as a result from the manufacturing process of the product.
SAFETY. PRIVACY. SECURITY - Our wallets are equipped with advanced RFID SECURE Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans.
SLIM AND STYLISH - Made with the Finest Full Grain leather, Top Grain Leather and Vegan Leather. Designed Quick Access ID Windows, Best Fits 6-8 cards plus US bills with no bulk, and a minimal Pull-tab design to reduce bulk - Wallet Size: 3.9"" in. x 2.8"" in. .5"" in.
HOW IT WORKS- At last! A wallet that will meet your everyday needs. The SERMAN BRANDS wallet is equipped with a front pocket made for your most used card. 2 pockets on the inside, with a photo ID slot, and a money clip to hold your cash. Wallet case also has smart pull-strap for quick access to your everyday cards.
LEATHERS- We use only the finest leathers to make smart and stylish wallets! Premium leathers that are soft and appealing! Our vintage leathers stay true to their nature by being receptive to scratches. With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.",None,B097S3C2GT,SERMAN BRANDS 1.S,Mens,"June 23, 2021",none,none,none,none,#21,none,none,"HOW TO TIGHTEN YOUR MONEY CLIP
If your money clip lost tension please follow the instructions to tighten.
STEP 1: Remove the money clip from the wallet.
STEP 2: Twist the money clip clockwise to tighten.
Please note: Tighten the clip every so often for the best results.
FULL GRAIN LEATHER
We use only the finest leathers! Premium Full grain leathers that stand up to the test of time! Our vintage leathers stay true to their nature by being receptive to scratches.
With use the wallet will absorb the natural oils of your hands which will allow the wallet to develop a rich and dark color. Over time, your wallet will develop a character that matches your adventures.
INSITUITE VERIFIED RFID PROTECTION
Our wallets are equipped with RFID blocking technology, a unique composite, engineered and tested by an independent German quality control institute to block 13.56 MHz or higher RFID signals. Protecting against data theft by RFID scanners!
MINIMALIST SIZE
This compact wallet can be easily tucked away into pant front pockets, shirt pockets or inside your jacket without the bulge usually created by bulky wallets. The clever internal layout means you will feel comfortable all day long even with this wallet stowed inside your pocket
Wallet Size: 3.9"" in. x 2.8"" in. .5"" in.
PRACTICAL CARD STORAGE
It’s incredible how much this minimalist wallet for men fits. You’ll find a front pocket made for easy access to your most used card. 2 pockets on the inside, with a smart pull-strap for quick access to your every day cards, and a money clip to hold your cash.
To keep it slim the wallet bests fit 6-8 cards +10 bills!
WHY YOU SHOULD PICK US!
You would never settle in life, so why should you settle when picking out your wallet?!
The SERMAN BRANDS 1.S was the original design created and funded on Kickstarter, with a UPSTO Patent (USD828024S1), real cowhide leather, and a noticeable difference in quality.. don't settle for anything less than you deserve.
SERMAN BRANDS 1.0 SERMAN BRANDS Transformer SERMAN BRANDS 2.0 SERMAN BRANDS Rogue SERMAN BRANDS 5.0 SERMAN BRANDS Elite
RFID Protected ✓ ✓ ✓ ✓ ✓ ✓
Money Clip ✓ ✓ Traditional Cash Slot ✓ Traditional Cash Slot Traditional Cash Slot
Card Storage Best Fits 10-12 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards Best Fits 6-8 Cards
Smart Strap ✓ ✓ ✓"
21,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Timberland Men's Leather RFID Blocking Passcase Security Wallet,https://m.media-amazon.com/images/I/71FmA+NrSsL._AC_UX679_.jpg,Timberland,4.6,"21,959",$19.99,"100% Leather
Imported
Leather lining
Hand Wash
GENUINE LEATHER - 100% Genuine Leather wallet made from a nice soft luxury leather that is smooth to the touch and will look terrific even as it ages with everyday use includes a bonus flip out removable ID pocket
FUNCTION DESIGN WITH STORAGE - Features 6 card slots, 2 slip pockets, 2 cash bill pockets 1 ID windows (Driver License & Other ID Cards) easilty allowing you to carry all your important cards
RFID BLOCKING SECURITY: Our wallets are equipped with advanced low frequency RFID Blocking Technology in the lining of the wallet. This technology is engineered specifically to protect credit card and identification information from unauthorized scans",8 x 7 x 1 inches; 3.21 Ounces,B081TWX2LR,None,Mens,"November 21, 2019",none,Timberland,none,none,#22,none,none,"TIMBERLAND LEATHER RFID WALLET WITH REMOVABLE PASSCASE - A functional compact wallet with lots of storage, 6 credit card pockets, 2 slip pockets, 2 cash bill pocket, a removable flip pocket and RFID Protection.

WHAT IS RFID? RFID stands for Radio Frequency Identification Denoting, it is the use of radio waves to identify objects carrying encoded chips. This can include credit card information, passport identification or other forms of ID and access cards.

WHY SHOULD I BUY A RFID WALLET? With credit cards and debit cards moving to RFID Chips, there is a growing concern of identify theft and electronic pickpocketing. Thieves are skimming and stealing credit card information from unexpected individuals. Now is the time to protect yourself and upgrade your wallet. Keep your information safe while still looking trendy.

EACH TIMBERLAND RFID WALLET FOR MEN INCLUDES:
- 100% Genuine leather exterior
- 6 standard sized credit card pockets
- 2 slip pockets
- Removable Passcase wallet (features 2 ID Windows)
- A large horizontal cash pocket split into 2 pockets
- RFID blocking protection
- Size 4.25"" x 3.5""

THE PERFECT MENS MONEY ORGANIZER: With so much storage one might think this wallet would be bulky, but your wrong. We designed this mens wallet to be compact and thin so it will fit nicely in your front pocket or your back pocket. With the function of a large wallet and the benefits of a slim wallet our wallet is one of the best mens wallets available."
22,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Travelambo Front Pocket Minimalist Leather Slim Wallet RFID Blocking Medium Size,https://m.media-amazon.com/images/I/81lumzwbYEL._AC_UY879_.jpg,Travelambo,4.6,"11,475",$8.99,"Leather lining
Dry Cloth Clean
SUPER MINIMALIST & SLIM: Only 0.12"" thick, sizing 3.3"" X 4.1"" X 0.12"", extremely convenient to be carried around in your front or back pocket. 100% GENUINE LEATHER: soft and durable.
RFID BLOCKING TESTED & APPROVED BY INDEPENDENT LAB TESTS: Our wallets have been tested for 13.56 MHz Frequency in which our credit cards, debit cards, driver license and ID cards operate. PLEASE BE NOTED THAT the signal of some ID badge, access cards and hotel room cards which operates in 142 KHz, can not be blocked by this wallet.
ENHANCES PERSONAL SECURITY: We leverage top RFID technology to block RFID signals used to electronically scan your wallet as someone passes by unnoticed. This keeps your vital information in driver license, debit cards and credit cards from being stolen.
FUNCTIONALITY: Our RFID wallet not only offer security, it's also very functional. It features 6 card slots for you to place your most frequently used cards.",4.1 x 3.3 x 0.2 inches; 10 Ounces,B08H5LZ6K2,None,Mens,"September 1, 2020",none,ELVIS ELVIN LABS,none,none,#23,none,none,"100% Cowhide Leather Wallet
We provide three leather styles for you to choose from: Crosshatch leather, Napa leather and Oil wax leather.
Crosshatch leather is both trendy and stylish, and is currently used by many prestiged leather product brands.
Napa leather renowned for its soft temper, is widely used in wallet production since it was first coined in 1875 in Napa, California.
Vegetable Tanned Leather is a natural and pure leather type which use 100% plant oil without any chemicals during the whole production. Many luxurious leather products also adopt this material for its natural feeling and beautiful look.
RFID Blocking Wallet
Equipped with silver embroidered lining which can block RFID signals, this Travelambo RFID blocking wallet can help you ensure the safety of your ID card and credit/debit card.
This Travelambo front pocket wallet can block RFID signals from cards working at a frequency of 13.56MHz, including:
Credit/debit card
ID card
Driver license
This Travelambo front pocket wallet DOES NOT block RFID signals from cards working at a frequency of 125KHz, including:
Most ID badges
Some hotel/building access cards
Hand Made Minimalist Wallet
Leather product is smooth and soft, sometimes it easily stretches during machine production process. Compared with machine production, we select hand made production for maximum to reduce the rate of leather get stretch. Apart from sewing, which is done with the assistance of professional sewing machine, this Travelambo front pocket wallet is hand made by our experienced craftsmen with the traditional tools: cutting knife, scissor and hammer. We insist that every Travelambo wallet arrive to our customer is in original leather shape with good craftsmanship.
True Unisex
The days of men carrying only bifold wallets and women carrying only clutches are long gone. A man can get this slim wallet out from his front pocket in the bar, a woman can also get this mini card holder out from the back pocket of her slim-fit jeans in the cafe. It's an Adorable gift for someone you love.
Suitable For Any Occasion
Professional design team and a group of free thinking youngsters get together to create our every product. We love any simple and beautiful things. We designed this wallet aim to bring the users more convenience and security. Travelambo Minimalist Wallet has compact and convenient design which is a good accessory for your daily life, travel and business situation.
100% Quality Check Before Delivery
Although hand made wallet has lower rate appear defect than machine production wallet. We insist on check all finished products ONE BY ONE before packing to ensure good quality condition's product is sent to every customer.
Card Holder Card Holder Card Holder Card Holder Card Holder Card Holder Money Clip
Card Slots 6 6 6 6 6 3
Colors 25 16 12 3 11 13
Lines Crazy Horse Napa Pebble Vintage Super Fiber Crazy Horse
Size 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 3.3"" X 4.1"" X 0.12"" 2.7"" X 4.13"" X 0.12"""
23,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","typecase Mens Wallet Card Holder: Pop Up Aluminum Case, Carbon Fiber Leather, Smart, RFID Blocking, Slim, Minimalist, Front Pocket - 9-14 Card Capacity | ID Window | Cash Slot (Black)",https://m.media-amazon.com/images/I/71eXlHixksL._AC_SX679_.jpg,typecase,4.4,683,$39.99,"【QUICKEST ACCESS】Instant card access at the tap of a button by a single hand. Stores 10-15 cards and 15 bills total. The pop-up aluminum card holder stores 6-7, the built-in cash slot stores 50+ bills, and the ID window for driver's licenses.
【RFID BLOCKING PROTECTION】The advanced RFID blocking technology safeguards your cards from unauthorized scanning, protecting you against the growing risk of electronic pickpockets.
【TOP-QUALITY MATERIALS】Handcrafted from premium genuine leather, and 6063 T5 Aluminum brings a long and comfortable user experience.
【MINIMALIST SLIM SIZE】The minimalist size - 3.86 * 2.56 * 0.83 IN - is designed to fit directly in the front pocket for easy carrying.
【PLATINUIM CUSTOMER SERVICE】Not satisfied? Return the product with a money-back within 30 days. Have problems after 30 days？Contact our customer service team by Amazon to provide you with the best customer service.",0.63 x 2.56 x 3.86 inches,B0BVPKST52,ST002,Men,none,none,typecase,China,none,#24,none,none,"Product Description
Play Video"
24,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Slim Mint Ultra-Thin RFID-Blocking Wallet, AS-SEEN-ON-TV, ID Theft Protection, Easy to Carry, Reach Cards & Cash with a Touch of a Button, Aluminum Outer Shell, Crush-Resistant",https://m.media-amazon.com/images/I/51xMJFy8mlL._AC_SX679_.jpg,SlimMint,4.0,63,$24.99,"Ultra-thin Design: bulky wallets that don’t fit in your pocket or purse are a thing of the past. Slim Mint has an ultra-thin design that won’t add bulk to pockets, purses, or packs!
The Latest RFID-Blocking Technology: Slim Mint wallet uses the latest RFID-blocking technology to help guard your personal information against scanners.
Holds Your Stuff: other slim wallets may reduce bulk, but they also reduce the amount you can put in your wallet. Slim Mint is ultra-thin, but allows you to carry all your stuff, from cards to cash and your ID!
Auto-Locking Design: Slim Mint automatically locks closed to prevent your stuff from spilling out in case of an accidental drop. Just press the button to release the lock and open Slim Mint.
Optimizes Space: bigger wallets only lead to you carrying around stuff you don’t need. Slim Mint keeps it simple, neat, and organized. Your cards are neatly stacked together and cash is secured!
Lightweight & Easy to Carry: you’ll love that Slim Mint is so lightweight and easy to carry. It fits great in your pocket and can fit in small clutches or bags!
Ultra-Durable & Crush-Resistant: Slim Mint withstands a beating with an aluminum outer shell and it’s ultra-durable and crush-resistant.",5.75 x 3.5 x 1.42 inches,B0C5RXD15M,None,Unisex,none,none,none,none,none,#25,none,none,"Are you constantly worried about your personal and financial information being stolen? With bulky and disorganized wallets, it's easy for criminals to scan and hack your sensitive data without you even realizing it. But fear not! Introducing Slim Mint, the ultra-thin RFID-blocking wallet that keeps your cards and cash truly protected. With the latest RFID-blocking technology, Slim Mint prevents thieves from scanning your wallet and stealing your information. No more struggling with money clips where cash can easily fall out. The auto-locking mechanism of Slim Mint keeps your cards and money securely in place. And when you need to access your cards or cash, simply press the button to release the lock. Slim Mint is ergonomically designed to optimize space and keep your belongings organized. It can hold credit cards, IDs, pictures, and more, with a built-in cash clip and an outer band for additional storage. Unlike bulky wallets, Slim Mint is compact, easy to carry, and fits in any size pocket. Say goodbye to bent cards and damaged magnetic strips, as Slim Mint keeps them protected! With its heavy-duty crush-resistant construction and aluminum outer shell, Slim Mint is built to withstand daily wear and tear."
25,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Carbon Fiber Wallet, Metal Money Clip Wallet, RFID Blocking Minimalist Wallet for Men Slim Aluminum Holder Pocket Cash Credit Card Holder",https://m.media-amazon.com/images/I/61oklMXL1GL._AC_SX679_.jpg,REGC,4.4,"1,598",$18.16,"【RFID Blocking Wallet for Men】This carbon fiber wallet has RFID blocking protection design.The credit cards are surrounded by the aluminum metal body of the slim wallet for men,protecting your credit card away from even the most powerful RFID chip readers.Keep your money and private information safe and secure.
【Minimalist Slim and Slight】The minimalist slim wallet for men is mainly made by premium aviation aluminum and touch carbon fiber material which thinner than traditional wallets.Ultra slight and slim fashion body makes it perfect for daily life or travel.The carbon fiber wallet is so slim,light and thin that you can put it in your front pocket comfortably.Say goodbye to traditional thick wallets.
【Money Clip and Elastic Band】The money clip of the credit card holder can be used to hold cash.You can also use the clip to hang the purse on the inside of the jacket or the edge of the front pocket.Flexible elastic webbing greatly improved the capacity.The elastic rubber band inside ensures that your card does not fall out easily.
【Large Capactity】The credit card holder wallet with money clip for men can hold 1-12 cards and 1-9 cash or bill for daily use.No need to worry about your wallet deforming your clothes with this slim metal money clip wallet.
【Great Gift Card Holder】The metal thin mens wallet has sleek and stylish look design,packed in a beautiful gift box.They are decent man gifts for dad,husband,guy friends,young men,business partners,and so on.The credit card holder wallet is a perfect gift for fathers day,graduation,birthday,valentine´s day,christmas and anniversaries.It stands out among carbon fiber wallets for men.",3.35 x 2.13 x 0.28 inches,B08F6VYVC4,R002,mens,none,none,none,China,none,#26,none,none,"Product Description
Mens Carbon Fiber Wallet,RFID Blocking Minimalist Slim Wallets for Men,Metal Credit Card Holder with Money Clip
Metal Carbon Fiber Wallet for Men
The metal slim wallet for men is mainly made by aluminum and touch carbon fiber material.It is durable and anti-corrosive.The elastic band is strong and secure.The card holder wallet with money clip will perfectly hold your important cards and money.
Minimalist Slim and Light
The money clip wallets for men is minimalist slim and light.The small compact mens wallets will keep your cash, credit card, and driver's license immediately available.
Front Pocket Wallets for men
This rfid minimalist slim wallet for men can be put in the front pocket very well.You don't need to worry it lost by the metal money clip.
Large Capacity
The mens carbon fiber wallet has large capacity for cards or cash.Whether you put 1 or 12 cards,1 or 9 Cash, this men credit id card holder wallet can keep them in place and have not any issue with it.
RFID Blocking
This mens credit card holder wallet is RFID blocking.The rfid wallet for men can protect your cards from any thief activities around so your information is safe and secure in your pockets.
Minimalist Slim Money Clip Metal Carbon Fiber Wallet for Men Credit Card Holder Mens Wallets
This minimalist slim wallet for men with money clip is mainly made of premium aviation aluminum and touch carbon fiber,high strength metal body ensures long service life.The men wallet is slim and light,small and thin,easy to carry in your front pocket.The metal body makes the mens wallets RFID blocking and protect your private information.Premium metal texture is not only a kind of touch feeling,but also a kind of visual feast.The mens wallet is a gift card holder with a beautiful gift box package.You can buy it as a gift for your dad,husband,guy friends,young men,business partners,and so on."
26,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Zitahli Wallet for Men,Mens Wallet,Slim Leather Bifold,RFID Blocking 11 Slots Gift Box",https://m.media-amazon.com/images/I/71jkpvzFzUL._AC_SX679_.jpg,Zitahli,4.5,"4,054",$11.95,"【SLIM AND MORE CARD SLOTS】Our KRETOS wallet keeps the size at 3.1"" x 4.3"" with a minimalist design, while having 11 individual card slots and a money pocket for those who don't like a money clip but need a lot of card slots and a slim wallet.There is also a front easy to launch the card card
【HIGH QUALITY MATERIALS】Our slim wallet is made of three layers of pressed leather, which is more durable than the average wallet with only 2 layers. The surface is treated with a special anti-scratch treatment to prevent scratches from general use in life
【RFID BLOCKING】Our wallets for men are equipped with German institute certified RFID SECURE Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorized scans.
【GIFT FOR WHO YOU LOVE】Our minimalist wallet comes in classy gift box packaging. Go ahead now and think about your Dad, Grandpa, Friend, Brother, Boyfriend, In Law or Husband and choose the color they’ll love most for their next gift!
【LIFTTIME GURANTEE】We have been making leather products since 2012, and our philosophy is to help users have better and simpler leather products to make life easier. We promise all our wallets can be replaced for life!",0.5 x 0.5 x 0.5 inches,B09Q5B271P,KRETOS,Mens,none,none,Zitahli,China,none,#27,none,none,"Product Description
WE，Zitahli
Here at Zitahli, our mission is simple;
We're in the business of making people's daily lives easier. We're upgrading the traditional wallet, making it easier to use so you have time to focus on what really matters.
WHY CHOOSE US?
Insist on handmade
We insist on making each wallet by hand, hoping they will become a work of art rather than a product of a machine assembly line.
Easily accessible card slot
The wallet for men features an advanced card slot design that makes the wallet look slimmer while still leaving a quick access card slot.
RFID blocking
All of our wallets are tested by an independent German quality control institute. Enable to block the most commonly used 13.56 MHz band and protect against data thieves by RFID and NFC scanners.
Front pocket wallet
Our wallets are designed to fit in your front pocket.
Different color for different occasions
wallet Magnetic wallet Money clip wallet Money clip wallet
Slots 11 7 12 12
ID windows ✓ ✓ ✓ ✓
Metal money clip NO NO ✓ ✓
RFID blocking ✓ ✓ ✓ ✓
Gift box ✓ ✓ ✓ ✓"
27,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Chums Surfshorts Wallet - Lightweight Zippered Minimalist Wallet with Clear ID Window - Water Resistant with Key Ring,https://m.media-amazon.com/images/I/819kNeIczXL._AC_UX679_.jpg,Chums,4.7,"13,175",$11.99,"Nylon lining
Zipper closure
Wet Wipe Clean
✔ Compact with Tons of Space - Measuring at 4.5"" x 3"", the Surfshort Wallet is sized to carry everything you need while fitting perfectly in your pocket or bag
✔ Quick Access ID Window - Thanks to the clear exterior ID window, fumbling for and losing your ID is a thing of the past
✔ Dual Zippered Compartments - It's easy to organize all your necessities with two zippered compartments that keep cards, cash and more safe and secure
✔ Made From Durable, Water-Resistant Nylon - Each wallet is crafted from water-repellent and heavy-duty rip-stop nylon, made to withstand wherever you wander
✔ Lifetime Warranty - Since 1983, Chums has been trusted by millions to protect their gear. All Chums products are high-quality, designed with you in mind, and come with a lifetime warranty against manufacturer defects",1 x 1 x 1 inches; 0.8 Ounces,B008H157H0,18401-p,womens,"March 12, 2010",none,Chums,none,none,#28,none,none,"Perfect stash wallet for ID, cash, cards and keys. Low bulk, low profile, minimalist wallet. A good surf wallet is essential for safely carrying those items you don’t want to leave behind."
28,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Cochoa Men's Real Leather RFID Blocking Bifold Wallet Stylish Anti Theft Security With 2 ID Window,https://m.media-amazon.com/images/I/81SwqsMzbAL._AC_UX679_.jpg,Cochoa,4.6,"7,461",$15.99,"Leather lining
No Closure closure
Dry Cloth Clean
★REAL LEATHER: This wallet is MADE IN INDIA and comes in 3 leather qualities, namely Nappa, Crazy Horse & Distressed. Nappa leather is conventional drum dyed leather which is finished with natural pigments to attain a smooth and buttery touch, while Crazy Horse is vegetable tanned and sprayed with oils and waxes and Distressed is aged using a combination of special waxes which in turn gives a Vintage & Weathered look.
★ELITE FEATURES: 2 ID windows (DL & Other ID Cards) allow for quick access when traveling or at the store /working place. With 8 card slots and 2 more slots behind them, it’s easy to carry all your important cards, meet all your daily needs.
★RFID BLOCKING ANTI THEFT SECURITY: Our wallets are anti theft, equipped with advanced RFID SECURE Technology, a unique metal composite, engineered specifically to block 13.56 MHz or higher RFID signals and protect the valuable information stored on RFID chips from unauthorised scans and make them anti theft.
★COMPACT DESIGN: Making this bifold superb for travel, and everyday use, keeping cards safe and organized! It holds 10+ cards, and lots of cash!
★GIFT BOX PACKING: It is one of the most special gifts for Groomsmen, Birthdays, Anniversaries, Father's Day, Christmas and other Special Occasions.",4.5 x 3.5 x 0.5 inches; 7.05 Ounces,B0893DTNKJ,None,Mens,"May 23, 2020",none,none,none,none,#29,none,none,none
29,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Hawanik Slim Minimalist Front Pocket Wallet with Built-in Case Holder for AirTag,https://m.media-amazon.com/images/I/81ovNiI9kzL._AC_UX679_.jpg,Hawanik,4.6,"7,929",$9.99,"Leather lining
Snap closure
Dry Cloth Clean
Built-in Case for AirTag: The card holder wallet has one built-in case designed solely for AirTag, then you will get a slim and nice-looking AirTag Wallet. （NOT including AirTag or any other accessories. )
Spot Your Wallet At Ease: AirTag is not included. After putting your Air Tag into the built-in holder, you can spot your wallet easily.
Slim Minimalist Wallet: Sizing 3.3"" X 4.1"" X 0.12"", this minimalist wallet can easily fit into your front pocket or jeans pocket.
Capacity for cards: This slim AirTag wallet can hold as many as one ID card, 5 credit cards and 6 folded bank notes.
Perfect Gift Idea: Packed in a nice gift box, this Hawanik thin wallet is a perfect gift idea for your beloved ones for birthday, anniversary, Father’s Day, New Year’s Day, Christmas and other important occasions.",4.72 x 3.54 x 0.31 inches; 2.47 Ounces,B09RQHLPVZ,O1-OXCR-8HSY,mens,"February 3, 2022",none,Hawanik,none,none,#30,none,none,"International products have separate terms, are sold from abroad and may differ from local products, including fit, age ratings, and language of product, labeling or instructions."
30,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Carhartt Men's Billfold and Passcase Wallets, Durable Bifold Wallets, Available in Leather and Canvas Styles",https://m.media-amazon.com/images/I/91ljJr7TIwL._AC_UX679_.jpg,Carhartt,4.8,"1,606",$39.99,"100% Leather
Imported
Leather lining
Bifold closure
Hand Wash
Bifold wallet in mixed leather textures featuring layered front with stamped logo
Removable interior passcase",None,B08PX6Z8DF,None,Mens,"December 7, 2020",none,Carhartt,none,none,#31,none,none,Keep your cards and ID organized and easily accessible with this durable full grain leather passcase with reinforced seams and edges for longtime use and wear.
31,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets",Set of 2 Heavy Duty Vinyl 6 Pages Insert for Bifold or Trifolds Wallet MADE IN USA,https://m.media-amazon.com/images/I/71Xxk63N9lL._AC_SX679_.jpg,Bullz,4.5,"5,116",$5.99,"6 PAGE CREDIT CARD SIZE INSERT
8.5 Mil Matt clear Heavy duty vinyl material
best for bilofd and trifold wallets
Size: 2-5/8 X 3-5/8
MADE IN USA",3.65 x 0.2 x 2.65 inches,B076HKL43N,TRI11,Mens,none,none,No,USA,none,#32,none,none,"Product Description
Heavy Duty Vinyl Clear Plastic Credit Card Holder Inserts for Wallet
Heavy duty vinyl material 6page clear plastic sleeve wallet inserts. Insert can hold up to 6 credit cards, ID cards or wallet picture. fits both bifold and trifold wallet. Made in USA from heavy duty vinyl plastic material.
Heavy duty vinyl plastic
Made in USA
All our wallet inserts for mens and womens wallet are made from heavy duty vinyl material and our inserts are Made in USA.
Key tab
Heavy duty photo id holder Wallet inserts flap has 2 small key slots to hide and keys in wallet.
Heavy duty vinyl plastic
Our clear plastic wallet inserts are made from heavy duty clear vinyl plastic 70MIL which makes photo inserts strong and sturdy for long use.
Fits all standard size of credit cards, Photo ID cards and wallet picture. Wallet inserts can go with any standard bifold, trifold and long card holder wallet.
Wallet inserts for bifold mens wallet
Our wallet inserts can fits in all standard size of bifold mens wallet.
carry only inserts
Our 6-page clear sleeve wallet inserts can fits all standard size of credit cards, photo ID cards, driver's license etc. you can also carry plastic insert only in any pocket of shirt and pants or in handbags. It can hold up to 6 cards.
Wallet inserts for trifold men's wallet.
Our wallet inserts can fits in all standard size of trifold mens wallet."
32,"Clothing, Shoes & Jewelry > Men > Accessories > Wallets, Card Cases & Money Organizers > Wallets","Minimalist Wallet for Men- Slim Aluminum Metal Money Clip Wallet with Clear ID Card Holder, Carbon Fiber Wallet, RFID Blocking,Holds up 15 Cards with Cash Clip,Ultra-Thin Tactical Wallet-Black",https://m.media-amazon.com/images/I/712CwVHHHfL._AC_SX679_.jpg,Oaridey,4.3,"1,868",$23.95,"【Mechanical & Ultra-thin Design】- Constructed using a carbon fiber plate and framed in high-quality aluminum alloy for strength, the Oaridey Money Clip Wallet is ultra-light and ultra-thin. The ultra-thin design makes it a pleasure to carry the wallet either in a pocket for additional security or in a tradition hip pocket. And with a stylish mechanical appearance design, it can meet people's pursuit of cool things.
【Transparent ID Card Slot】- There is a clear window ID badge holder on one side of the wallet, which can be used to hold ID card, access card, employee card or bus card, etc. It is more convenient for you to swipe the card. Also designed with anti slip-out silicone so that the card in the slot is not easy to fall off.
【Easily Holds 15 Credit Cards】- The flexible and durable elastic bands allow the wallet to easily hold up 15 credit cards, and the aluminum alloy clip can also hold 10 cash to maximize space utilization. When you need to use the card, the C-Shaped cut out is designed to make it easy to push the card out.
【RFID-Blocking】- The aluminum alloy body can protect your credit cards and bank cards against all RFID skimming devices, so it can protect your privacy and property safety to the greatest extent.
【Father's Day Gifts】- Our minimalist wallet uses a stylish and original design with a modern mechanical style.They provide great gift ideas in your life! Order the Oaridey money clip wallet for yourself or as a thoughtful present for a friend or loved one. You can be sure they will absolutely love it! We are in the process of filing a patent application with the U.S. Patent and Trademark Office.",0.5 x 2.4 x 3.7 inches,B0B8WD9MHR,MC0013,Unisex Adult,none,none,Oaridey,China,none,#33,none,none,"Product Description
Have you been looking for a slim, durable and lightweight wallet?
Constructed using a carbon fiber plate and framed in high-quality aluminum alloy for strength, the Oaridey Money Clip Wallet is ultra-light and ultra-thin.
Weighs only 2.9 ounces and 0.5 inches thick without a credit card.
Our slim wallet uses a stylish and original design with a modern mechanical style.
They provide great gift ideas in your life! Order the Oaridey money clip wallet for yourself or as a thoughtful present for a friend or loved one.
You can be sure they will absolutely love it!
Conveniently carry your ID in multiple ways.
As a minimalist wallet, you can carry it on a lanyard, carabiner, keychain, or clip it to your pocket, belt, clothing, backpack, anywhere you want.
Swipe Access Card
For Payment
On The Bus
Retractable Badge Holder 2 Pack Retractable Keychain 2 Pack Retractable Keychain 4 Pack Retractable Keychain Minimalist Wallet with Air Tag Holder
Body Shape Retractable Badge Holder 2 Pack/Circle 2 Pack/Hexagon 4 Pack/Hexagon Rectangle"
